RSS,TSS,R2,R2_Adjusted,Intercept,Base_Slope,Hinge_Coefficients,Segment_Slopes,Break_Years,Num_Breaks
60977.86198305826,10198061.897226842,0.994020642098707,0.9934105035373506,23.79547880690217,5.440550998473119,"[16.081565623249734, 20.022270322446644, 25.612108272783207]","[5.440550998473119, 21.52211662172285, 41.544386944169496, 67.1564952169527]","[1984, 2003, 2020]",3
