RSS,TSS,R2,R2_Adjusted,Intercept,Base_Slope,Hinge_Coefficients,Segment_Slopes,Break_Years,Num_Breaks
5.258988162241521,648.3075678218376,0.991888127760238,0.9910603856949562,3.6267117932346373,0.5949742638240255,"[-0.5915064256065279, 0.2533060360162509, 0.4613168312176131]","[0.5949742638240255, 0.003467838217497632, 0.25677387423374853, 0.7180907054513617]","[1975, 1989, 2020]",3
