RSS,TSS,R2,R2_Adjusted,Intercept,Base_Slope,Hinge_Coefficients,Segment_Slopes,Break_Years,Num_Breaks
1470.5415811616504,252088.69304639383,0.9941665706486447,0.9935713227556492,15.862646201383875,0.48444043608260534,"[2.330455238002299, 3.9427001089658584, 6.661531029287726]","[0.48444043608260534, 2.8148956740849043, 6.757595783050762, 13.419126812338488]","[1983, 2002, 2020]",3
