Year,Forecast,Lower_95,Upper_95
2025,4485.224,4358.489,4611.959
2026,4601.674,4393.004,4810.344
2027,4736.285,4463.92,5008.649
2028,4876.119,4549.84,5202.397
2029,5012.699,4629.056,5396.341
2030,5146.265,4700.52,5592.01
2031,5279.807,4768.615,5790.999
2032,5414.221,4835.754,5992.688
2033,5548.989,4901.29,6196.689
2034,5683.611,4964.429,6402.793
