Year,Forecast,Lower_95,Upper_95
2025,9.536250082999965,,
2026,9.826416556999963,,
2027,10.11658303099996,,
2028,10.406749504999958,,
2029,10.696915978999955,,
2030,10.987082452999953,,
2031,11.27724892699995,,
2032,11.567415400999948,,
2033,11.857581874999946,,
2034,12.147748348999944,,
