Year,Forecast,Lower_95,Upper_95
2025,4536.01,4443.552,4628.467
2026,4700.85,4494.109,4907.591
2027,4865.691,4519.747,5211.635
2028,5030.531,4524.121,5536.941
2029,5195.371,4509.689,5881.054
2030,5360.212,4478.224,6242.2
2031,5525.052,4431.081,6619.024
2032,5689.893,4369.336,7010.449
2033,5854.733,4293.872,7415.595
2034,6019.574,4205.427,7833.72
