RSS,TSS,R2,R2_Adjusted,Intercept,Base_Slope,Hinge_Coefficients,Segment_Slopes,Break_Years,Num_Breaks,Break_Indices
153495.5513201752,60693236.310404405,0.9974709611704482,0.9972128959837593,601.9743105961144,39.156376489167776,"[82.34402694424845, -74.35819594355821, 148.45020171383007]","[39.156376489167776, 121.50040343341624, 47.14220748985802, 195.59240920368808]","[2003, 2015, 2020]",3,"[33, 45, 50]"
